event_name,referee,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url,event_date,event_city,event_state,event_country,event_url,f_1_name,f_2_name,f_1_url,f_2_url,f_1_fighter_f_name,f_1_fighter_l_name,f_1_fighter_nickname,f_1_fighter_height_cm,f_1_fighter_weight_lbs,f_1_fighter_reach_cm,f_1_fighter_stance,f_1_fighter_dob,f_1_fighter_w,f_1_fighter_l,f_1_fighter_d,f_1_fighter_nc_dq,f_1_fighter_SlpM,f_1_fighter_Str_Acc,f_1_fighter_SApM,f_1_fighter_Str_Def,f_1_fighter_TD_Avg,f_1_fighter_TD_Acc,f_1_fighter_TD_Def,f_1_fighter_Sub_Avg,f_1_fighter_url,f_2_fighter_f_name,f_2_fighter_l_name,f_2_fighter_nickname,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_fighter_SlpM,f_2_fighter_Str_Acc,f_2_fighter_SApM,f_2_fighter_Str_Def,f_2_fighter_TD_Avg,f_2_fighter_TD_Acc,f_2_fighter_TD_Def,f_2_fighter_Sub_Avg,f_2_fighter_url,f_1_ranking,f_2_ranking
UFC 263: Adesanya vs. Vettori 2,Marc Goddard,Brad Riddell,3.0,False,Lightweight,M,Decision - Unanimous,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Brad Frank 28 - 29.,3,5:00,http://ufcstats.com/fight-details/7d2051c6bae907cb,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Brad Riddell,Drew Dober,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Brad,Riddell,Quake,170.18,155.0,180.34,Orthodox,1991-09-30,10,4,0,,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,Drew,Dober,,172.72,155.0,177.8,Southpaw,1988-10-19,29,15,0,1.0,4.48,0.41,4.33,0.53,0.61,0.16,0.58,0.1,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,,
UFC 263: Adesanya vs. Vettori 2,Jason Herzog,Eryk Anders,3.0,False,Light Heavyweight,M,Decision - Unanimous,Chris Lee 28 - 29. Mike Bell 27 - 29. Chris Flores 27 - 29.,3,5:00,http://ufcstats.com/fight-details/9127a6430e46292c,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Eryk Anders,Darren Stewart,http://ufcstats.com/fighter-details/cad24459b28592ca,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Eryk,Anders,Ya Boi,185.42,185.0,190.5,Southpaw,1987-04-21,18,9,0,1.0,3.44,0.47,4.03,0.5,1.83,0.25,0.8,0.1,http://ufcstats.com/fighter-details/cad24459b28592ca,Darren,Stewart,The Dentist,182.88,205.0,187.96,Orthodox,1990-12-30,12,8,0,2.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,,
UFC 263: Adesanya vs. Vettori 2,Herb Dean,Lauren Murphy,3.0,False,Women's Flyweight,F,Decision - Split,Junichiro Kamijo 28 - 29. Derek Cleary 29 - 28. Dennis O'Connell 28 - 29.,3,5:00,http://ufcstats.com/fight-details/34cb6e9952cd30a4,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Lauren Murphy,Joanne Wood,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,Lauren,Murphy,Lucky,165.1,125.0,170.18,Orthodox,1983-07-27,16,7,0,,3.94,0.38,5.19,0.56,1.09,0.24,0.67,0.2,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,Joanne,Wood,JoJo,167.64,125.0,165.1,Orthodox,1985-12-23,17,8,0,,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,,
UFC 263: Adesanya vs. Vettori 2,Mike Beltran,Movsar Evloev,3.0,False,Featherweight,M,Decision - Unanimous,Sal D'amato 27 - 29. Chris Lee 27 - 29. Brad Frank 27 - 29.,3,5:00,http://ufcstats.com/fight-details/d66164d2c770da68,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Movsar Evloev,Hakeem Dawodu,http://ufcstats.com/fighter-details/76e2870ffafbe38f,http://ufcstats.com/fighter-details/2c9d00968f818270,Movsar,Evloev,,170.18,145.0,182.88,Orthodox,1994-02-11,20,0,0,,3.91,0.47,2.8,0.61,4.78,0.52,0.61,0.2,http://ufcstats.com/fighter-details/76e2870ffafbe38f,Hakeem,Dawodu,Mean,172.72,145.0,185.42,Orthodox,1991-07-02,13,4,1,,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0,http://ufcstats.com/fighter-details/2c9d00968f818270,1.0,
UFC 263: Adesanya vs. Vettori 2,Marc Goddard,Pannie Kianzad,3.0,False,Women's Bantamweight,F,Decision - Unanimous,Junichiro Kamijo 27 - 30. Chris Flores 27 - 30. Mike Bell 28 - 29.,3,5:00,http://ufcstats.com/fight-details/34d38d77c1d3f00e,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Pannie Kianzad,Alexis Davis,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,http://ufcstats.com/fighter-details/4c2d90e335e6df19,Pannie,Kianzad,Banzai,170.18,135.0,167.64,Orthodox,1991-12-08,17,9,0,,4.88,0.49,4.09,0.51,0.41,0.33,0.65,0.1,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,Alexis,Davis,,167.64,135.0,172.72,Orthodox,1984-10-04,21,11,0,,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,http://ufcstats.com/fighter-details/4c2d90e335e6df19,,
UFC 263: Adesanya vs. Vettori 2,Jason Herzog,Terrance McKinney,3.0,False,Lightweight,M,KO/TKO,Punch to Head At Distance,1,0:07,http://ufcstats.com/fight-details/d4ad90ac58429b64,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Terrance McKinney,Matt Frevola,http://ufcstats.com/fighter-details/809bd1a871491508,http://ufcstats.com/fighter-details/dccb63727f2f5f74,Terrance,McKinney,T. Wrecks,177.8,155.0,185.42,Switch,1994-09-15,18,8,0,,6.53,0.55,3.45,0.43,3.31,0.4,0.72,2.1,http://ufcstats.com/fighter-details/809bd1a871491508,Matt,Frevola,The SteamRolla,175.26,155.0,180.34,Orthodox,1990-06-11,11,6,1,,3.3,0.39,3.76,0.56,2.34,0.41,0.4,0.8,http://ufcstats.com/fighter-details/dccb63727f2f5f74,,
UFC 263: Adesanya vs. Vettori 2,Herb Dean,Steven Peterson,3.0,False,Featherweight,M,Decision - Unanimous,Chris Lee 27 - 30. Brad Frank 27 - 30. Mike Bell 28 - 29.,3,5:00,http://ufcstats.com/fight-details/84cde29aebf6c00c,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Steven Peterson,Chase Hooper,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,http://ufcstats.com/fighter-details/971246648e162f0d,Steven,Peterson,Ocho,177.8,145.0,177.8,Orthodox,1990-05-29,19,11,0,,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,Chase,Hooper,The Dream,185.42,155.0,187.96,Southpaw,1999-09-13,16,5,1,,4.5,0.49,3.02,0.39,2.43,0.32,0.55,2.1,http://ufcstats.com/fighter-details/971246648e162f0d,,
UFC 263: Adesanya vs. Vettori 2,Mike Beltran,Fares Ziam,3.0,False,Lightweight,M,Decision - Majority,Junichiro Kamijo 28 - 29. Chris Flores 28 - 29. Derek Cleary 28 - 28.,3,5:00,http://ufcstats.com/fight-details/dedb74ee9d84deab,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Fares Ziam,Luigi Vendramini,http://ufcstats.com/fighter-details/1e4f273069fb9e85,http://ufcstats.com/fighter-details/2f1a257d6777096d,Fares,Ziam,The Smile Killer,185.42,155.0,190.5,Orthodox,1997-03-21,18,5,0,,2.68,0.52,1.58,0.63,1.86,0.42,0.7,0.5,http://ufcstats.com/fighter-details/1e4f273069fb9e85,Luigi,Vendramini,The Italian Stallion,172.72,155.0,185.42,Orthodox,1996-01-16,9,3,0,,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,http://ufcstats.com/fighter-details/2f1a257d6777096d,,
UFC 263: Adesanya vs. Vettori 2,Al Guinee,Carlos Felipe,3.0,False,Heavyweight,M,Decision - Split,Chris Lee 28 - 29. Sal D'amato 29 - 28. Dennis O'Connell 28 - 29.,3,5:00,http://ufcstats.com/fight-details/1b4d5dbf5f663a97,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Carlos Felipe,Jake Collier,http://ufcstats.com/fighter-details/a2ea77e974c5889f,http://ufcstats.com/fighter-details/92fa1401b7927da3,Carlos,Felipe,Boi,182.88,245.0,190.5,Orthodox,1995-01-12,11,2,0,,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/a2ea77e974c5889f,Jake,Collier,The Prototype,190.5,230.0,198.12,Orthodox,1988-10-25,13,10,0,,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,http://ufcstats.com/fighter-details/92fa1401b7927da3,,
UFC Fight Night: Rozenstruik vs. Sakai,Herb Dean,Jairzinho Rozenstruik,5.0,False,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,4:59,http://ufcstats.com/fight-details/2c0cddd12deb7450,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Jairzinho Rozenstruik,Augusto Sakai,http://ufcstats.com/fighter-details/2cd428e9606856fd,http://ufcstats.com/fighter-details/441eacbe20e0e80b,Jairzinho,Rozenstruik,Bigi Boy,187.96,242.0,198.12,Orthodox,1988-03-17,15,6,0,,3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/2cd428e9606856fd,Augusto,Sakai,,190.5,265.0,195.58,Orthodox,1991-05-09,16,5,1,,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,http://ufcstats.com/fighter-details/441eacbe20e0e80b,,
UFC Fight Night: Rozenstruik vs. Sakai,Mark Smith,Marcin Tybura,3.0,False,Heavyweight,M,KO/TKO,Punches to Head From Back Control,1,4:06,http://ufcstats.com/fight-details/f187c7ec92f43828,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Marcin Tybura,Walt Harris,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/03f982ca3735070c,Marcin,Tybura,Tybur,190.5,249.0,198.12,Orthodox,1985-11-09,27,11,0,,3.56,0.48,3.26,0.55,1.3,0.33,0.7,0.1,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Walt,Harris,The Big Ticket,195.58,250.0,195.58,Southpaw,1983-06-10,13,10,0,1.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,http://ufcstats.com/fighter-details/03f982ca3735070c,12.0,
UFC Fight Night: Rozenstruik vs. Sakai,Keith Peterson,Roman Dolidze,3.0,False,Middleweight,M,Decision - Unanimous,Ron McCarthy 27 - 30. Bryan Miner 27 - 30. Junichiro Kamijo 27 - 30.,3,5:00,http://ufcstats.com/fight-details/bb6438338bb8aebf,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Roman Dolidze,Laureano Staropoli,http://ufcstats.com/fighter-details/327d5f279895110d,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,Roman,Dolidze,,187.96,185.0,193.04,Orthodox,1988-07-15,15,5,0,,3.19,0.41,3.71,0.48,1.16,0.43,0.32,0.7,http://ufcstats.com/fighter-details/327d5f279895110d,Laureano,Staropoli,Pepi,185.42,185.0,180.34,Orthodox,1993-02-27,9,5,0,,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,14.0,
UFC Fight Night: Rozenstruik vs. Sakai,Herb Dean,Santiago Ponzinibbio,3.0,False,Welterweight,M,Decision - Unanimous,Mike Bell 28 - 29. Sal D'amato 28 - 29. Dave Hagen 28 - 29.,3,5:00,http://ufcstats.com/fight-details/5c0e5d850d8e661f,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Santiago Ponzinibbio,Miguel Baeza,http://ufcstats.com/fighter-details/6d1bffff14897645,http://ufcstats.com/fighter-details/82d4c957649faf9b,Santiago,Ponzinibbio,Argentine Dagger,182.88,170.0,185.42,Orthodox,1986-09-26,31,9,0,,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,http://ufcstats.com/fighter-details/6d1bffff14897645,Miguel,Baeza,Caramel Thunder,187.96,170.0,187.96,Orthodox,1992-08-23,10,4,0,,4.09,0.49,5.92,0.46,0.36,0.22,0.54,2.0,http://ufcstats.com/fighter-details/82d4c957649faf9b,,
UFC Fight Night: Rozenstruik vs. Sakai,Mark Smith,Gregory Rodrigues,3.0,False,Middleweight,M,Decision - Unanimous,Rick Winter 27 - 30. Tony Weeks 27 - 30. Ron McCarthy 28 - 29.,3,5:00,http://ufcstats.com/fight-details/9252ad2304fd9a26,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Gregory Rodrigues,Dusko Todorovic,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,Gregory,Rodrigues,Robocop,190.5,185.0,190.5,Orthodox,1992-02-17,19,6,0,,5.53,0.51,4.78,0.5,1.9,0.34,0.75,0.4,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Dusko,Todorovic,Thunder,185.42,185.0,187.96,Orthodox,1994-05-19,13,6,0,,4.73,0.57,4.4,0.48,1.77,0.21,0.42,0.3,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,12.0,
UFC Fight Night: Rozenstruik vs. Sakai,Keith Peterson,Montana De La Rosa,3.0,False,Women's Flyweight,F,KO/TKO,Punches to Head From Mount,2,4:27,http://ufcstats.com/fight-details/1a50d5c7e1e5c058,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Montana De La Rosa,Ariane da Silva,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,http://ufcstats.com/fighter-details/6551c64fbcd1a467,Montana,De La Rosa,,170.18,125.0,172.72,Orthodox,1995-02-14,13,9,1,,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,Ariane,da Silva,Queen of Violence,167.64,125.0,170.18,Orthodox,1994-01-26,17,11,0,,4.05,0.41,4.4,0.5,0.47,0.38,0.68,0.3,http://ufcstats.com/fighter-details/6551c64fbcd1a467,,
UFC Fight Night: Rozenstruik vs. Sakai,Herb Dean,Ilir Latifi,3.0,False,Heavyweight,M,Decision - Split,Mike Bell 28 - 29. Tony Weeks 29 - 27. Junichiro Kamijo 28 - 29.,3,5:00,http://ufcstats.com/fight-details/0716a38768a34789,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Ilir Latifi,Tanner Boser,http://ufcstats.com/fighter-details/e9a3aeb207578eea,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,Ilir,Latifi,The Sledgehammer,177.8,230.0,185.42,Orthodox,1982-07-28,17,9,0,1.0,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,http://ufcstats.com/fighter-details/e9a3aeb207578eea,Tanner,Boser,The Bulldozer,187.96,205.0,190.5,Orthodox,1991-08-02,22,11,1,,4.82,0.53,3.0,0.57,0.0,0.0,0.69,0.0,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,,
UFC Fight Night: Rozenstruik vs. Sakai,Mark Smith,Muslim Salikhov,3.0,False,Welterweight,M,Decision - Unanimous,Sal D'amato 27 - 30. Ron McCarthy 27 - 30. Adalaide Byrd 27 - 30.,3,5:00,http://ufcstats.com/fight-details/23b943e9ce495f0b,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Muslim Salikhov,Francisco Trinaldo,http://ufcstats.com/fighter-details/447f9858ae78f921,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Muslim,Salikhov,King of Kung Fu,180.34,170.0,177.8,Orthodox,1984-06-09,22,6,0,,3.37,0.49,2.96,0.62,1.07,0.32,0.72,0.0,http://ufcstats.com/fighter-details/447f9858ae78f921,Francisco,Trinaldo,Massaranduba,175.26,170.0,177.8,Southpaw,1978-08-24,28,9,0,,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,,
UFC Fight Night: Rozenstruik vs. Sakai,Keith Peterson,Kamuela Kirk,3.0,False,Featherweight,M,Decision - Unanimous,Dave Hagen 27 - 30. Mike Bell 28 - 29. Rick Winter 28 - 29.,3,5:00,http://ufcstats.com/fight-details/827aacd14f80e8f3,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Kamuela Kirk,Makwan Amirkhani,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Kamuela,Kirk,The Jawaiian,177.8,155.0,190.5,Switch,1994-04-13,12,6,0,,3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,Makwan,Amirkhani,Mr. Finland,177.8,145.0,182.88,Southpaw,1988-11-08,17,9,0,,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,,
UFC Fight Night: Rozenstruik vs. Sakai,Chris Tognoni,,3.0,False,Lightweight,M,Could Not Continue,Eye Poke by Jones,2,2:14,http://ufcstats.com/fight-details/9cdfcd164b48f55e,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Alan Patrick,Mason Jones,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,Alan,Patrick,Nuguette,180.34,155.0,187.96,Southpaw,1983-07-19,15,4,0,1.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,Mason,Jones,The Dragon,177.8,155.0,187.96,Orthodox,1995-04-26,18,2,0,1.0,5.98,0.42,4.45,0.5,3.48,0.55,0.73,0.2,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,,
UFC Fight Night: Rozenstruik vs. Sakai,Herb Dean,Manon Fiorot,3.0,False,Women's Flyweight,F,KO/TKO,Punches to Head At Distance,2,3:00,http://ufcstats.com/fight-details/419d1e29668b57fb,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Manon Fiorot,Tabatha Ricci,http://ufcstats.com/fighter-details/34ff304266360297,http://ufcstats.com/fighter-details/d25240135aee03e5,Manon,Fiorot,The Beast,170.18,125.0,165.1,Orthodox,1990-02-17,13,2,0,,5.66,0.42,3.58,0.66,1.05,0.29,0.87,0.0,http://ufcstats.com/fighter-details/34ff304266360297,Tabatha,Ricci,Baby Shark,154.94,115.0,154.94,Orthodox,1995-02-21,12,4,0,,4.0,0.37,4.83,0.57,2.51,0.37,0.65,0.1,http://ufcstats.com/fighter-details/d25240135aee03e5,2.0,8.0
UFC Fight Night: Rozenstruik vs. Sakai,Keith Peterson,Sean Woodson,3.0,False,Featherweight,M,Decision - Split,Ron McCarthy 29 - 28. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.,3,5:00,http://ufcstats.com/fight-details/73a83b2595416f0a,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Sean Woodson,Youssef Zalal,http://ufcstats.com/fighter-details/4682bc59d5f55145,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,Sean,Woodson,The Sniper,187.96,145.0,198.12,Orthodox,1992-06-07,13,2,1,,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3,http://ufcstats.com/fighter-details/4682bc59d5f55145,Youssef,Zalal,The Moroccan Devil,177.8,145.0,182.88,Switch,1996-09-04,18,6,1,,2.78,0.5,1.79,0.64,1.84,0.31,0.55,1.3,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,,8.0
UFC Fight Night: Rozenstruik vs. Sakai,Chris Tognoni,Claudio Puelles,3.0,False,Lightweight,M,Decision - Unanimous,Sal D'amato 28 - 29. Bryan Miner 28 - 29. Adalaide Byrd 28 - 29.,3,5:00,http://ufcstats.com/fight-details/58c5d506181812fa,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,Claudio Puelles,Jordan Leavitt,http://ufcstats.com/fighter-details/d747eb273a40a920,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,Claudio,Puelles,Prince of Peru,177.8,155.0,182.88,Southpaw,1996-04-21,13,5,0,,1.54,0.46,2.62,0.48,3.29,0.33,0.6,1.0,http://ufcstats.com/fighter-details/d747eb273a40a920,Jordan,Leavitt,The Monkey King,175.26,145.0,180.34,Southpaw,1995-06-02,13,4,0,,2.18,0.58,1.57,0.59,2.97,0.3,0.3,1.2,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,,
UFC Fight Night: Font vs. Garbrandt,Herb Dean,Rob Font,5.0,False,Bantamweight,M,Decision - Unanimous,Derek Cleary 47 - 48. Sal D'amato 45 - 50. Junichiro Kamijo 45 - 50.,5,5:00,http://ufcstats.com/fight-details/d16f7ab4e28171ea,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Rob Font,Cody Garbrandt,http://ufcstats.com/fighter-details/05339613bf8e9808,http://ufcstats.com/fighter-details/d8c7c61b176e3994,Rob,Font,,172.72,135.0,180.34,Orthodox,1987-06-25,22,10,0,,5.11,0.45,3.53,0.57,0.7,0.29,0.37,0.3,http://ufcstats.com/fighter-details/05339613bf8e9808,Cody,Garbrandt,No Love,172.72,135.0,165.1,Orthodox,1991-07-07,15,7,0,,2.79,0.4,3.66,0.58,0.85,0.22,0.81,0.0,http://ufcstats.com/fighter-details/d8c7c61b176e3994,,
UFC Fight Night: Font vs. Garbrandt,Keith Peterson,Carla Esparza,3.0,False,Women's Strawweight,F,KO/TKO,Punches to Head From Crucifix,2,2:58,http://ufcstats.com/fight-details/16369fa06392f6a0,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Carla Esparza,Yan Xiaonan,http://ufcstats.com/fighter-details/d910665038efc639,http://ufcstats.com/fighter-details/c41d426cc7326d1b,Carla,Esparza,Cookie Monster,154.94,115.0,160.02,Orthodox,1987-10-10,20,8,0,,2.19,0.39,2.87,0.54,3.28,0.36,0.47,0.3,http://ufcstats.com/fighter-details/d910665038efc639,Yan,Xiaonan,,165.1,115.0,160.02,Orthodox,1989-06-16,19,5,0,1.0,4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,http://ufcstats.com/fighter-details/c41d426cc7326d1b,,4.0
UFC Fight Night: Font vs. Garbrandt,Mark Smith,Jared Vanderaa,3.0,False,Heavyweight,M,Decision - Unanimous,Mike Bell 27 - 30. Tony Weeks 27 - 30. Eric Colon 28 - 29.,3,5:00,http://ufcstats.com/fight-details/559c0c3d752f327a,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Jared Vanderaa,Justin Tafa,http://ufcstats.com/fighter-details/2b68d9f125d07b42,http://ufcstats.com/fighter-details/e13abac8089a801a,Jared,Vanderaa,,193.04,265.0,203.2,Orthodox,1992-05-12,12,10,0,,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,http://ufcstats.com/fighter-details/2b68d9f125d07b42,Justin,Tafa,Bad Man,182.88,264.0,187.96,Southpaw,1993-12-13,7,5,0,1.0,4.05,0.54,5.11,0.47,0.0,0.0,0.53,0.0,http://ufcstats.com/fighter-details/e13abac8089a801a,,
UFC Fight Night: Font vs. Garbrandt,Chris Tognoni,Norma Dumont,3.0,False,Women's Featherweight,F,Decision - Split,Sal D'amato 27 - 30. Bryan Miner 29 - 28. Junichiro Kamijo 28 - 29.,3,5:00,http://ufcstats.com/fight-details/138f719d370e8ba0,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Norma Dumont,Felicia Spencer,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,http://ufcstats.com/fighter-details/39d91e95949de3d9,Norma,Dumont,The Immortal,170.18,135.0,170.18,Orthodox,1990-10-01,13,3,0,,3.85,0.5,2.33,0.64,1.43,0.54,0.71,0.0,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,Felicia,Spencer,FeeNom,167.64,145.0,172.72,Orthodox,1990-11-29,9,3,0,,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2,http://ufcstats.com/fighter-details/39d91e95949de3d9,4.0,
UFC Fight Night: Font vs. Garbrandt,Mark Smith,Ricardo Ramos,3.0,False,Featherweight,M,Decision - Unanimous,Mike Bell 27 - 30. Eric Colon 27 - 30. Derek Cleary 28 - 29.,3,5:00,http://ufcstats.com/fight-details/ae0afbff5ba07a34,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Ricardo Ramos,Bill Algeo,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/9abc648e76c4493a,Ricardo,Ramos,,175.26,145.0,182.88,Orthodox,1995-08-01,17,8,0,,2.91,0.36,3.97,0.54,2.51,0.57,0.67,1.0,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,Bill,Algeo,Senor Perfecto,182.88,145.0,185.42,Switch,1989-06-09,18,9,0,,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1,http://ufcstats.com/fighter-details/9abc648e76c4493a,,
UFC Fight Night: Font vs. Garbrandt,Herb Dean,Jack Hermansson,3.0,False,Middleweight,M,Decision - Unanimous,Sal D'amato 27 - 29. Adalaide Byrd 27 - 29. Junichiro Kamijo 27 - 29.,3,5:00,http://ufcstats.com/fight-details/7f8340dfe4220c3e,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,Jack Hermansson,Edmen Shahbazyan,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,http://ufcstats.com/fighter-details/4144798612ef96e5,Jack,Hermansson,The Joker,185.42,170.0,195.58,Orthodox,1988-06-10,24,10,0,,5.15,0.45,3.72,0.56,1.48,0.29,0.8,0.4,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Edmen,Shahbazyan,The Golden Boy,187.96,185.0,187.96,Orthodox,1997-11-20,16,6,0,,4.06,0.48,3.87,0.5,1.43,0.36,0.66,0.4,http://ufcstats.com/fighter-details/4144798612ef96e5,,
